TREEID,OBJECTID_1,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,BUILDINGNU,BUILDINGST,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
20353,3921,2 AVENUE,even,EAST   22 STREET,EAST   23 STREET,383A,2 AVENUE,1,1,1,2,9,GLTR,Manhattan,10010,5,106
20361,3922,2 AVENUE,even,EAST   21 STREET,EAST   22 STREET,373,2 AVENUE,2,1,1,2,10,GLTR,Manhattan,10010,5,106
20364,3923,2 AVENUE,even,EAST   21 STREET,EAST   22 STREET,371,2 AVENUE,1,1,1,2,6,GIBI,Manhattan,10010,5,106
20373,3924,EAST   26 STREET,even,2 AVENUE,3 AVENUE,225,EAST   26 STREET,1,1,1,2,10,GIBI,Manhattan,10010,5,106
20379,3925,EAST   26 STREET,even,2 AVENUE,3 AVENUE,225,EAST   26 STREET,3,1,1,2,12,GIBI,Manhattan,10010,5,106
20384,3926,EAST   26 STREET,even,2 AVENUE,3 AVENUE,237,EAST   26 STREET,1,1,1,2,9,ACPL,Manhattan,10010,5,106
20392,3927,EAST   26 STREET,even,1 AVENUE,2 AVENUE,433,1 AVENUE,1,2,1,2,7,GLTR,Manhattan,10010,5,106
20397,3928,EAST   26 STREET,odd,1 AVENUE,2 AVENUE,433,1 AVENUE,3,2,1,2,6,GLTR,Manhattan,10010,5,106
20403,3929,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,1,3,1,2,7,UNK,Manhattan,10016,5,106
20411,3930,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,3,3,1,2,8,PYCA,Manhattan,10016,5,106
20419,3931,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,5,3,1,2,10,UNK,Manhattan,10016,5,106
20427,3932,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,7,3,1,2,9,UNK,Manhattan,10016,5,106
20434,3933,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,2,5,1,2,10,UNK,Manhattan,10016,5,106
20386,3934,EAST   26 STREET,even,2 AVENUE,3 AVENUE,237,EAST   26 STREET,2,1,2,2,4,ACSA1,Manhattan,10010,5,106
20394,3935,EAST   26 STREET,odd,1 AVENUE,2 AVENUE,433,1 AVENUE,2,2,1,7,0,0,Manhattan,10010,5,106
20400,3936,EAST   26 STREET,odd,1 AVENUE,2 AVENUE,455,1 AVENUE,1,2,1,2,7,UNK,Manhattan,10016,5,106
20406,3937,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,2,3,1,2,11,UNK,Manhattan,10016,5,106
20414,3938,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,4,3,1,2,10,UNK,Manhattan,10016,5,106
20421,3939,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,6,3,1,2,11,UNK,Manhattan,10016,5,106
20432,3940,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,1,5,1,2,6,TICO,Manhattan,10016,5,106
20437,3941,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,3,5,1,2,8,UNK,Manhattan,10016,5,106
20440,3942,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,4,5,1,2,9,UNK,Manhattan,10016,5,106
20446,3943,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,6,5,1,2,9,UNK,Manhattan,10016,5,106
20459,3944,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,8,5,1,2,8,UNK,Manhattan,10016,5,106
20467,3945,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,10,5,1,2,10,UNK,Manhattan,10016,5,106
20474,3946,EAST   26 STREET,even,1 AVENUE,2 AVENUE,444,2 AVENUE,2,2,1,2,10,GLTR,Manhattan,10010,5,106
20477,3947,EAST   26 STREET,even,1 AVENUE,2 AVENUE,334,EAST   26 STREET,1,1,1,2,6,PYCA,Manhattan,10010,5,106
20483,3948,EAST   26 STREET,even,1 AVENUE,2 AVENUE,334,EAST   26 STREET,3,1,1,2,7,PYCA,Manhattan,10010,5,106
20486,3949,EAST   26 STREET,even,1 AVENUE,2 AVENUE,334,EAST   26 STREET,5,1,1,2,6,PYCA,Manhattan,10010,5,106
20443,3950,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,5,5,1,2,8,UNK,Manhattan,10016,5,106
20447,3951,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,7,5,1,2,10,UNK,Manhattan,10016,5,106
20466,3952,EAST   26 STREET,even,1 AVENUE,2 AVENUE,460,2 AVENUE,9,5,1,2,7,UNK,Manhattan,10016,5,106
20470,3953,EAST   26 STREET,even,1 AVENUE,2 AVENUE,444,2 AVENUE,1,2,1,2,10,GLTR,Manhattan,10010,5,106
20476,3954,EAST   26 STREET,even,1 AVENUE,2 AVENUE,444,2 AVENUE,3,2,1,2,5,GLTR,Manhattan,10010,5,106
20480,3955,EAST   26 STREET,even,1 AVENUE,2 AVENUE,334,EAST   26 STREET,2,1,1,2,7,PYCA,Manhattan,10010,5,106
20485,3956,EAST   26 STREET,even,1 AVENUE,2 AVENUE,334,EAST   26 STREET,4,1,1,2,6,PYCA,Manhattan,10010,5,106
20488,3957,EAST   26 STREET,even,1 AVENUE,2 AVENUE,334,EAST   26 STREET,6,1,1,2,4,PYCA,Manhattan,10010,5,106
20490,3958,EAST   26 STREET,even,1 AVENUE,2 AVENUE,330,EAST   26 STREET,1,1,1,2,6,GLTR,Manhattan,10010,5,106
20690,3963,EAST   26 STREET,,1 AVENUE,2 AVENUE,330,EAST   26 STREET,5,1,1,2,9,GLTR,Manhattan,10010,5,106
20692,3964,EAST   26 STREET,even,1 AVENUE,2 AVENUE,330,EAST   26 STREET,6,1,1,2,8,GLTR,Manhattan,10010,5,106
20695,3965,EAST   26 STREET,even,1 AVENUE,2 AVENUE,330,EAST   26 STREET,7,1,1,2,11,GLTR,Manhattan,10010,5,106
20492,3966,EAST   26 STREET,even,1 AVENUE,2 AVENUE,330,EAST   26 STREET,2,1,1,2,10,GLTR,Manhattan,10010,5,106
20683,3968,EAST   26 STREET,,1 AVENUE,2 AVENUE,330,EAST   26 STREET,3,1,1,2,12,GLTR,Manhattan,10010,5,106
20687,3969,EAST   26 STREET,,1 AVENUE,2 AVENUE,330,EAST   26 STREET,4,1,1,2,4,GLTR,Manhattan,10010,5,106
20700,3975,EAST   26 STREET,even,1 AVENUE,2 AVENUE,330,EAST   26 STREET,9,1,1,2,6,TICO,Manhattan,10010,5,106
20698,3982,EAST   26 STREET,even,1 AVENUE,2 AVENUE,330,EAST   26 STREET,8,1,1,2,9,GLTR,Manhattan,10010,5,106
20931,3997,EAST   26 STREET,,2 AVENUE,3 AVENUE,242,EAST   26 STREET,1,1,1,2,12,UNK,Manhattan,10010,5,106
20930,4004,EAST   26 STREET,,2 AVENUE,3 AVENUE,244,EAST   26 STREET,1,1,1,2,12,PLAC,Manhattan,10010,5,106
20932,4005,EAST   26 STREET,,2 AVENUE,3 AVENUE,238,EAST   26 STREET,1,1,1,2,10,PLAC,Manhattan,10010,5,106
20933,4006,EAST   26 STREET,,2 AVENUE,3 AVENUE,230,EAST   26 STREET,1,1,1,2,6,UNK,Manhattan,10010,5,106
20935,4007,EAST   26 STREET,,2 AVENUE,3 AVENUE,226,EAST   26 STREET,1,1,1,2,9,TIAM,Manhattan,10010,5,106
20937,4008,EAST   26 STREET,,2 AVENUE,3 AVENUE,220,EAST   26 STREET,2,1,1,2,7,GIBI,Manhattan,10010,5,106
20934,4014,EAST   26 STREET,,2 AVENUE,3 AVENUE,228,EAST   26 STREET,1,1,1,2,9,TICO,Manhattan,10010,5,106
20936,4015,EAST   26 STREET,,2 AVENUE,3 AVENUE,220,EAST   26 STREET,1,1,1,2,11,GIBI,Manhattan,10010,5,106
20959,4026,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,201,EAST   25 STREET,2,1,1,2,5,PYCA,Manhattan,10010,5,106
20961,4027,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,215,EAST   25 STREET,1,1,1,2,6,FRPE,Manhattan,10010,5,106
20963,4028,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,229,EAST   25 STREET,1,1,1,2,8,GIBI,Manhattan,10010,5,106
20965,4029,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,245,EAST   25 STREET,1,1,1,2,9,GLTR,Manhattan,10010,5,106
265,91,WEST  155 STREET,odd,BROADWAY,RIVERSIDE DRIVE,3755,BROADWAY,5,2,2,6,18,,Manhattan,10032,11,112
20958,4033,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,201,EAST   25 STREET,1,1,1,2,6,PYCA,Manhattan,10010,5,106
20960,4034,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,209,EAST   25 STREET,1,1,1,2,2,GIBI,Manhattan,10010,5,106
20962,4035,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,227,EAST   25 STREET,1,1,1,2,4,GLTR,Manhattan,10010,5,106
20964,4036,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,233,EAST   25 STREET,1,1,1,1,7,GIBI,Manhattan,10010,5,106
20966,4037,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,245,EAST   25 STREET,2,1,1,2,9,GLTR,Manhattan,10010,5,106
20967,4038,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,245,EAST   25 STREET,3,1,1,2,10,GLTR,Manhattan,10010,5,106
20969,4039,EAST   25 STREET,odd,1 AVENUE,2 AVENUE,305,EAST   24 STREET,1,3,1,2,4,GLTR,Manhattan,10010,5,106
20971,4040,EAST   25 STREET,odd,1 AVENUE,2 AVENUE,305,EAST   24 STREET,3,3,1,2,5,GLTR,Manhattan,10010,5,106
20968,4046,EAST   25 STREET,odd,2 AVENUE,3 AVENUE,311,EAST   25 STREET,1,1,1,2,4,PYCA,Manhattan,10010,5,106
20970,4047,EAST   25 STREET,odd,1 AVENUE,2 AVENUE,305,EAST   24 STREET,2,3,1,2,5,GLTR,Manhattan,10010,5,106
23845,4524,1 AVENUE,even,EAST   50 STREET,EAST   51 STREET,358,EAST   51 STREET,2,2,1,2,5,PYCA,Manhattan,10022,5,106
23848,4525,1 AVENUE,even,EAST   50 STREET,EAST   51 STREET,358,EAST   51 STREET,4,2,1,2,8,GLTR,Manhattan,10022,5,106
23846,4531,1 AVENUE,even,EAST   50 STREET,EAST   51 STREET,358,EAST   51 STREET,3,2,1,2,5,PYCA,Manhattan,10022,5,106
23850,4532,1 AVENUE,even,EAST   49 STREET,EAST   50 STREET,360,EAST   50 STREET,2,2,1,3,4,ACPL,Manhattan,10022,5,106
23854,4533,1 AVENUE,even,EAST   49 STREET,EAST   50 STREET,349,EAST   49 STREET,2,2,1,3,6,FRPE,Manhattan,10017,5,106
23853,4534,1 AVENUE,even,EAST   49 STREET,EAST   50 STREET,360,EAST   50 STREET,1,2,1,3,5,ACPL,Manhattan,10022,5,106
23856,4535,1 AVENUE,even,EAST   49 STREET,EAST   50 STREET,349,EAST   49 STREET,1,2,1,2,7,TICO,Manhattan,10017,5,106
353,124,BROADWAY,even,WEST   82 STREET,WEST   83 STREET,2298,BROADWAY,1,1,1,1,5,QURU,Manhattan,10024,6,107
352,125,BROADWAY,even,WEST   82 STREET,WEST   83 STREET,2290,BROADWAY,1,1,1,2,6,QUPA,Manhattan,10024,6,107
354,126,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,1,1,1,1,8,TICO,Manhattan,10024,6,107
513,132,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,1,6,2,1,1,PYCA,Manhattan,10024,6,107
516,139,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,2,6,2,1,16,ULAM,Manhattan,10024,6,107
521,140,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,4,6,2,2,5,QURU,Manhattan,10024,6,107
518,141,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,3,6,2,2,1,CR,Manhattan,10024,6,107
523,142,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,5,6,2,1,3,QURU,Manhattan,10024,6,107
525,143,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,7,6,2,3,2,QURU,Manhattan,10024,6,107
527,144,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,9,6,2,2,17,QURU,Manhattan,10024,6,107
529,145,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,2,6,2,3,3,CR,Manhattan,10024,6,107
531,146,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,4,6,2,3,2,CR,Manhattan,10024,6,107
533,147,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,6,6,2,3,3,CR,Manhattan,10024,6,107
535,148,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,8,6,2,2,1,CR,Manhattan,10024,6,107
524,149,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,6,6,2,2,15,QURU,Manhattan,10024,6,107
526,150,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2289-91,BROADWAY,8,6,2,1,11,QURU,Manhattan,10024,6,107
528,151,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,1,6,2,3,3,CR,Manhattan,10024,6,107
530,152,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,3,6,2,3,2,CR,Manhattan,10024,6,107
532,153,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,5,6,2,3,4,CR,Manhattan,10024,6,107
534,154,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,7,6,2,2,2,CR,Manhattan,10024,6,107
536,155,BROADWAY,odd,WEST   82 STREET,WEST   83 STREET,2299,BROADWAY,9,6,2,2,1,CR,Manhattan,10024,6,107
40319,6387,MAIDEN LANE,even,GOLD STREET,WILLIAM STREET,75,MAIDEN LANE,2,6,1,2,8,UNK,Manhattan,10038,0,101
538,156,AMSTERDAM AVENUE,even,WEST   82 STREET,WEST   83 STREET,476,AMSTERDAM AVENUE,1,1,1,2,7,ULPA,Manhattan,10024,6,107
537,157,AMSTERDAM AVENUE,even,WEST   82 STREET,WEST   83 STREET,464,AMSTERDAM AVENUE,1,1,1,2,8,QURU,Manhattan,10024,6,107
539,158,AMSTERDAM AVENUE,even,WEST   83 STREET,WEST   84 STREET,484,AMSTERDAM AVENUE,1,1,1,2,5,PYCA,Manhattan,10024,6,107
541,159,AMSTERDAM AVENUE,even,WEST   84 STREET,WEST   85 STREET,500,AMSTERDAM AVENUE,1,1,1,1,8,ULPA,Manhattan,10024,6,107
545,160,AMSTERDAM AVENUE,even,WEST   84 STREET,WEST   85 STREET,514,AMSTERDAM AVENUE,1,1,1,3,11,PLAC,Manhattan,10024,6,107
641,161,AMSTERDAM AVENUE,odd,WEST   82 STREET,WEST   83 STREET,467-469,AMSTERDAM AVENUE,1,1,1,2,7,GLTR,Manhattan,10024,6,107
643,162,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,509,AMSTERDAM AVENUE,2,9,1,1,5,TITO,Manhattan,10024,6,107
645,163,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,509,AMSTERDAM AVENUE,4,9,1,1,4,TITO,Manhattan,10024,6,107
647,164,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,509,AMSTERDAM AVENUE,6,1,1,1,6,PYCA,Manhattan,10024,6,107
540,165,AMSTERDAM AVENUE,even,WEST   83 STREET,WEST   84 STREET,494,AMSTERDAM AVENUE,1,1,1,2,11,GLTR,Manhattan,10024,6,107
542,175,AMSTERDAM AVENUE,even,WEST   84 STREET,WEST   85 STREET,510,AMSTERDAM AVENUE,1,1,1,3,5,PYCA,Manhattan,10024,6,107
640,176,AMSTERDAM AVENUE,odd,WEST   82 STREET,WEST   83 STREET,463,AMSTERDAM AVENUE,1,1,1,2,8,GLTR,Manhattan,10024,6,107
642,177,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,509,AMSTERDAM AVENUE,1,9,1,1,3,TITO,Manhattan,10024,6,107
644,178,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,509,AMSTERDAM AVENUE,3,9,1,1,6,TITO,Manhattan,10024,6,107
646,179,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,509,AMSTERDAM AVENUE,5,1,1,1,6,TITO,Manhattan,10024,6,107
648,180,AMSTERDAM AVENUE,odd,WEST   84 STREET,WEST   85 STREET,511,AMSTERDAM AVENUE,1,1,1,1,5,PYCA,Manhattan,10024,6,107
1235,363,WEST END AVENUE,even,WEST   74 STREET,WEST END AVENUE,300,WEST END AVENUE,2,1,1,2,7,QUAC,Manhattan,10023,6,107
1238,364,WEST END AVENUE,even,WEST   74 STREET,WEST   75 STREET,310,WEST END AVENUE,2,1,1,2,6,GLTR,Manhattan,10023,6,107
1234,369,WEST END AVENUE,even,WEST   74 STREET,WEST END AVENUE,300,WEST END AVENUE,1,1,1,2,6,GLTR,Manhattan,10023,6,107
1236,370,WEST END AVENUE,even,WEST   74 STREET,WEST   75 STREET,310,WEST END AVENUE,1,1,1,2,9,GLTR,Manhattan,10023,6,107
1240,371,WEST END AVENUE,even,WEST   74 STREET,WEST   75 STREET,310,WEST END AVENUE,3,1,1,2,9,GLTR,Manhattan,10023,6,107
1705,484,WEST END AVENUE,even,WEST   75 STREET,WEST   78 STREET,320,WEST END AVENUE,1,1,1,2,10,GLTR,Manhattan,10023,6,107
1706,506,WEST END AVENUE,even,WEST   75 STREET,WEST   76 STREET,320,WEST END AVENUE,2,1,1,2,11,GLTR,Manhattan,10023,6,107
1708,507,WEST END AVENUE,,WEST   76 STREET,WEST   77 STREET,342,WEST END AVENUE,1,1,1,2,12,GLTR,Manhattan,10023,6,107
1707,508,WEST END AVENUE,even,WEST   75 STREET,WEST   76 STREET,336,WEST END AVENUE,1,1,1,2,11,GLTR,Manhattan,10023,6,107
1709,509,WEST END AVENUE,,WEST   76 STREET,WEST   77 STREET,346-8,WEST END AVENUE,1,1,1,2,7,TICO,Manhattan,10023,6,107
1711,510,WEST END AVENUE,,WEST   76 STREET,WEST   77 STREET,356,WEST END AVENUE,1,1,1,2,14,ACRU,Manhattan,10023,6,107
1713,511,WEST END AVENUE,,WEST   77 STREET,WEST   78 STREET,255,WEST   77 STREET,2,2,1,2,7,GLTR,Manhattan,10024,6,107
1978,512,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,295,CENTRAL PARK WEST,2,2,1,2,10,ROPS,Manhattan,10024,6,107
1991,513,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,6,WEST   90 STREET,4,1,1,2,14,ROPS,Manhattan,10024,6,107
1998,514,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,8,WEST   90 STREET,6,1,1,3,11,ROPS,Manhattan,10024,6,107
2005,515,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,16,WEST   90 STREET,8,1,1,2,14,ROPS,Manhattan,10024,6,107
1710,516,WEST END AVENUE,,WEST   76 STREET,WEST   77 STREET,350,WEST END AVENUE,1,1,1,2,11,GLTR,Manhattan,10023,6,107
1712,517,WEST END AVENUE,,WEST   77 STREET,WEST   78 STREET,255,WEST   77 STREET,1,2,1,2,15,ACRU,Manhattan,10024,6,107
1974,518,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,295,CENTRAL PARK WEST,1,2,1,2,13,ROPS,Manhattan,10024,6,107
1989,519,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,4,WEST   90 STREET,3,1,1,2,13,ROPS,Manhattan,10024,6,107
1994,520,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,8,WEST   90 STREET,5,1,1,2,14,ROPS,Manhattan,10024,6,107
2003,521,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,12,WEST   90 STREET,7,1,1,2,15,ROPS,Manhattan,10024,6,107
2009,522,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,20,WEST   90 STREET,9,1,1,2,17,ROPS,Manhattan,10024,6,107
2016,523,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,26,WEST   90 STREET,11,1,1,2,15,ROPS,Manhattan,10024,6,107
2013,524,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,22,WEST   90 STREET,10,1,1,2,20,ROPS,Manhattan,10024,6,107
2018,525,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,30,WEST   90 STREET,12,1,1,2,5,QURU,Manhattan,10024,6,107
2022,526,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,38,WEST   90 STREET,14,1,1,2,15,ROPS,Manhattan,10024,6,107
2028,527,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,44,WEST   90 STREET,16,1,1,2,17,ROPS,Manhattan,10024,6,107
2034,528,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,50,WEST   90 STREET,18,1,1,2,17,ROPS,Manhattan,10024,6,107
2041,529,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,609,COLUMBUS AVENUE,20,2,1,1,7,ZESE,Manhattan,10024,6,107
2045,530,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,609,COLUMBUS AVENUE,22,2,1,2,6,ZESE,Manhattan,10024,6,107
2020,532,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,30,WEST   90 STREET,13,1,1,2,14,ROPS,Manhattan,10024,6,107
2024,533,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,38,WEST   90 STREET,15,1,1,2,13,ROPS,Manhattan,10024,6,107
2033,534,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,46,WEST   90 STREET,17,1,1,2,17,ROPS,Manhattan,10024,6,107
2038,535,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,609,COLUMBUS AVENUE,19,2,1,1,6,ZESE,Manhattan,10024,6,107
2042,536,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,609,COLUMBUS AVENUE,21,2,1,7,0,0,Manhattan,10024,6,107
2046,537,WEST   90 STREET,even,COLUMBUS AVENUE,CENTRAL PARK WEST,609,COLUMBUS AVENUE,23,2,1,2,15,ROPS,Manhattan,10024,6,107
2417,604,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,25,WEST   90 STREET,14,1,1,2,17,ROPS,Manhattan,10024,6,107
2419,605,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,19,WEST   90 STREET,16,1,1,2,17,ROPS,Manhattan,10024,6,107
2421,606,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,300,CENTRAL PARK WEST,18,2,1,2,15,ROPS,Manhattan,10024,6,107
2423,607,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,300,CENTRAL PARK WEST,20,2,1,2,5,ROPS,Manhattan,10024,6,107
2425,608,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,300,CENTRAL PARK WEST,22,2,1,2,11,ROPS,Manhattan,10024,6,107
2414,609,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,35,WEST   90 STREET,11,1,1,2,14,ROPS,Manhattan,10024,6,107
2416,610,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,35,WEST   90 STREET,13,1,1,2,4,GLTR,Manhattan,10024,6,107
2418,611,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,21,WEST   90 STREET,15,1,1,3,7,ROPS,Manhattan,10024,6,107
2420,612,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,15,WEST   90 STREET,17,1,1,2,16,ROPS,Manhattan,10024,6,107
2422,613,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,300,WEST   90 STREET,19,2,1,3,11,ROPS,Manhattan,10024,6,107
2424,614,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,300,CENTRAL PARK WEST,21,2,1,2,15,ROPS,Manhattan,10024,6,107
2405,644,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,65,WEST   90 STREET,2,1,1,2,10,GLTR,Manhattan,10024,6,107
2407,645,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,61,WEST   90 STREET,4,1,1,2,17,ROPS,Manhattan,10024,6,107
2409,646,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,55,WEST   90 STREET,6,1,1,2,15,ROPS,Manhattan,10024,6,107
2404,650,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,65,WEST   90 STREET,1,1,1,2,13,GLTR,Manhattan,10024,6,107
2406,651,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,65,WEST   90 STREET,3,1,1,2,11,GLTR,Manhattan,10024,6,107
2408,652,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,59,WEST   90 STREET,5,1,1,2,17,ROPS,Manhattan,10024,6,107
2410,653,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,51,WEST   90 STREET,7,1,1,2,19,ROPS,Manhattan,10024,6,107
2412,654,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,43,WEST   90 STREET,9,1,1,2,15,ROPS,Manhattan,10024,6,107
40321,6388,MAIDEN LANE,even,GOLD STREET,WILLIAM STREET,75,MAIDEN LANE,4,6,1,2,10,UNK,Manhattan,10038,0,101
2857,770,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,2,2,1,2,7,GLTR,Manhattan,10025,6,107
2859,771,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,4,2,1,2,7,GLTR,Manhattan,10025,6,107
2861,772,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,6,2,1,2,7,CABE,Manhattan,10025,6,107
2856,776,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,1,2,1,2,7,GLTR,Manhattan,10025,6,107
2858,777,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,3,2,1,2,7,GLTR,Manhattan,10025,6,107
2860,778,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,5,2,1,2,6,GLTR,Manhattan,10025,6,107
2862,779,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,320,CENTRAL PARK WEST,7,2,1,2,8,CABE,Manhattan,10025,6,107
2864,780,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,65,WEST   92 STREET,9,4,1,2,14,PLAC,Manhattan,10025,6,107
